Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,60%,70%,80%,90%,95%,99%,100%
grpc,/backend.diftech.processing.caa.operationfacade.facadeback.v1.OperationFacadeBackService/GetOperfeed,11779,0,5100.0,4663.453389015252,83.11654099088628,10975.36463898723,76266.61669072078,67.3845746547201,0.0,5100,5500,6000,6900,7600,7800,8200,11000
,Aggregated,11779,0,5100.0,4663.453389015252,83.11654099088628,10975.36463898723,76266.61669072078,67.3845746547201,0.0,5100,5500,6000,6900,7600,7800,8200,11000
